src_node,dest_node,nodes,links,distance,num_hops
1,4,"[1, 11, 37, 33, 12, 13, 0, 14, 3, 18, 35, 31, 28, 19, 30, 8, 24, 4]","[9, 57, 102, 61, 60, 2, 3, 19, 20, 71, 98, 92, 73, 74, 44, 42, 25]",151.12,17
1,4,"[1, 11, 2, 17, 16, 0, 14, 3, 18, 35, 23, 29, 28, 19, 30, 8, 24, 4]","[9, 15, 16, 67, 5, 3, 19, 20, 71, 83, 82, 91, 73, 74, 44, 42, 25]",153.12,17
1,4,"[1, 11, 2, 17, 16, 0, 14, 3, 18, 35, 23, 27, 8, 24, 4]","[9, 15, 16, 67, 5, 3, 19, 20, 71, 83, 81, 43, 42, 25]",155.12,14
1,4,"[1, 11, 37, 33, 12, 13, 0, 14, 3, 18, 35, 23, 29, 28, 19, 30, 8, 24, 4]","[9, 57, 102, 61, 60, 2, 3, 19, 20, 71, 83, 82, 91, 73, 74, 44, 42, 25]",161.12,18
1,4,"[1, 31, 35, 23, 29, 28, 19, 30, 8, 24, 25, 9, 6, 7, 26, 4]","[12, 98, 83, 82, 91, 73, 74, 44, 42, 85, 47, 36, 35, 40, 26]",161.84,15
1,4,"[1, 11, 37, 33, 12, 13, 0, 14, 3, 18, 35, 23, 27, 8, 24, 4]","[9, 57, 102, 61, 60, 2, 3, 19, 20, 71, 83, 81, 43, 42, 25]",163.12,15
1,4,"[1, 31, 35, 23, 27, 8, 24, 25, 9, 6, 7, 26, 4]","[12, 98, 83, 81, 43, 42, 85, 47, 36, 35, 40, 26]",163.84,12
1,5,"[1, 31, 35, 23, 5]","[12, 98, 83, 29]",20.31,4
1,5,"[1, 31, 28, 29, 23, 5]","[12, 92, 91, 82, 29]",28.31,5
1,5,"[1, 31, 28, 19, 30, 8, 27, 23, 5]","[12, 92, 73, 74, 44, 43, 81, 29]",56.31,8
1,5,"[1, 21, 36, 38, 30, 19, 28, 31, 35, 23, 5]","[11, 78, 106, 95, 74, 73, 92, 98, 83, 29]",63.31,10
1,5,"[1, 21, 36, 38, 30, 19, 28, 29, 23, 5]","[11, 78, 106, 95, 74, 73, 91, 82, 29]",65.31,9
1,5,"[1, 12, 13, 0, 14, 3, 18, 35, 23, 5]","[10, 60, 2, 3, 19, 20, 71, 83, 29]",77.31,9
1,5,"[1, 21, 36, 38, 30, 8, 27, 23, 5]","[11, 78, 106, 95, 44, 43, 81, 29]",85.31,8
1,5,"[1, 12, 13, 0, 14, 3, 18, 35, 31, 28, 29, 23, 5]","[10, 60, 2, 3, 19, 20, 71, 98, 92, 91, 82, 29]",99.31,12
1,5,"[1, 11, 2, 17, 16, 0, 14, 3, 18, 35, 23, 5]","[9, 15, 16, 67, 5, 3, 19, 20, 71, 83, 29]",110.31,11
1,5,"[1, 11, 37, 33, 12, 13, 0, 14, 3, 18, 35, 23, 5]","[9, 57, 102, 61, 60, 2, 3, 19, 20, 71, 83, 29]",118.31,12
1,5,"[1, 12, 13, 0, 14, 3, 18, 35, 31, 28, 19, 30, 8, 27, 23, 5]","[10, 60, 2, 3, 19, 20, 71, 98, 92, 73, 74, 44, 43, 81, 29]",127.31,15
1,5,"[1, 11, 2, 17, 16, 0, 14, 3, 18, 35, 31, 28, 29, 23, 5]","[9, 15, 16, 67, 5, 3, 19, 20, 71, 98, 92, 91, 82, 29]",132.31,14
1,5,"[1, 11, 37, 33, 12, 13, 0, 14, 3, 18, 35, 31, 28, 29, 23, 5]","[9, 57, 102, 61, 60, 2, 3, 19, 20, 71, 98, 92, 91, 82, 29]",140.31,15
1,5,"[1, 12, 33, 37, 11, 2, 17, 16, 0, 14, 3, 18, 35, 23, 5]","[10, 61, 102, 57, 15, 16, 67, 5, 3, 19, 20, 71, 83, 29]",151.31,14
1,5,"[1, 11, 2, 17, 16, 0, 14, 3, 18, 35, 31, 28, 19, 30, 8, 27, 23, 5]","[9, 15, 16, 67, 5, 3, 19, 20, 71, 98, 92, 73, 74, 44, 43, 81, 29]",160.31,17
1,5,"[1, 11, 37, 33, 12, 13, 0, 14, 3, 18, 35, 31, 28, 19, 30, 8, 27, 23, 5]","[9, 57, 102, 61, 60, 2, 3, 19, 20, 71, 98, 92, 73, 74, 44, 43, 81, 29]",168.31,18
1,5,"[1, 11, 2, 17, 22, 20, 15, 0, 14, 3, 18, 35, 23, 5]","[9, 15, 16, 69, 76, 65, 4, 3, 19, 20, 71, 83, 29]",170.31,13
1,5,"[1, 12, 33, 37, 11, 2, 17, 16, 0, 14, 3, 18, 35, 31, 28, 29, 23, 5]","[10, 61, 102, 57, 15, 16, 67, 5, 3, 19, 20, 71, 98, 92, 91, 82, 29]",173.31,17
1,5,"[1, 11, 2, 17, 22, 20, 15, 0, 14, 3, 18, 35, 31, 28, 29, 23, 5]","[9, 15, 16, 69, 76, 65, 4, 3, 19, 20, 71, 98, 92, 91, 82, 29]",192.31,16
1,5,"[1, 12, 33, 37, 11, 2, 17, 16, 0, 14, 3, 18, 35, 31, 28, 19, 30, 8, 27, 23, 5]","[10, 61, 102, 57, 15, 16, 67, 5, 3, 19, 20, 71, 98, 92, 73, 74, 44, 43, 81, 29]",201.31,20
2,0,"[2, 11, 1, 12, 13, 0]","[15, 9, 10, 60, 2]",29.0,5
2,0,"[2, 17, 16, 0]","[16, 67, 5]",34.0,3
2,0,"[2, 11, 37, 33, 12, 13, 0]","[15, 57, 102, 61, 60, 2]",60.0,6
2,0,"[2, 11, 1, 31, 35, 18, 3, 14, 0]","[15, 9, 12, 98, 71, 20, 19, 3]",76.0,8
2,0,"[2, 11, 1, 31, 28, 29, 23, 35, 18, 3, 14, 0]","[15, 9, 12, 92, 91, 82, 83, 71, 20, 19, 3]",92.0,11
2,0,"[2, 17, 22, 20, 15, 0]","[16, 69, 76, 65, 4]",94.0,5
2,0,"[2, 11, 37, 33, 12, 1, 31, 35, 18, 3, 14, 0]","[15, 57, 102, 61, 10, 12, 98, 71, 20, 19, 3]",117.0,11
2,0,"[2, 11, 1, 21, 36, 38, 30, 19, 28, 31, 35, 18, 3, 14, 0]","[15, 9, 11, 78, 106, 95, 74, 73, 92, 98, 71, 20, 19, 3]",119.0,14
2,0,"[2, 11, 1, 31, 28, 19, 30, 8, 27, 23, 35, 18, 3, 14, 0]","[15, 9, 12, 92, 73, 74, 44, 43, 81, 83, 71, 20, 19, 3]",120.0,14
2,0,"[2, 11, 1, 21, 36, 38, 30, 19, 28, 29, 23, 35, 18, 3, 14, 0]","[15, 9, 11, 78, 106, 95, 74, 73, 91, 82, 83, 71, 20, 19, 3]",129.0,15
2,0,"[2, 11, 37, 33, 12, 1, 31, 28, 29, 23, 35, 18, 3, 14, 0]","[15, 57, 102, 61, 10, 12, 92, 91, 82, 83, 71, 20, 19, 3]",133.0,14
2,0,"[2, 11, 1, 21, 36, 38, 30, 8, 27, 23, 35, 18, 3, 14, 0]","[15, 9, 11, 78, 106, 95, 44, 43, 81, 83, 71, 20, 19, 3]",149.0,14
2,0,"[2, 11, 37, 33, 12, 1, 21, 36, 38, 30, 19, 28, 31, 35, 18, 3, 14, 0]","[15, 57, 102, 61, 10, 11, 78, 106, 95, 74, 73, 92, 98, 71, 20, 19, 3]",160.0,17
2,0,"[2, 11, 37, 33, 12, 1, 31, 28, 19, 30, 8, 27, 23, 35, 18, 3, 14, 0]","[15, 57, 102, 61, 10, 12, 92, 73, 74, 44, 43, 81, 83, 71, 20, 19, 3]",161.0,17
2,0,"[2, 11, 37, 33, 12, 1, 21, 36, 38, 30, 19, 28, 29, 23, 35, 18, 3, 14, 0]","[15, 57, 102, 61, 10, 11, 78, 106, 95, 74, 73, 91, 82, 83, 71, 20, 19, 3]",170.0,18
2,0,"[2, 11, 1, 21, 36, 38, 30, 8, 27, 23, 29, 28, 31, 35, 18, 3, 14, 0]","[15, 9, 11, 78, 106, 95, 44, 43, 81, 82, 91, 92, 98, 71, 20, 19, 3]",171.0,17
2,0,"[2, 11, 37, 33, 12, 1, 21, 36, 38, 30, 8, 27, 23, 35, 18, 3, 14, 0]","[15, 57, 102, 61, 10, 11, 78, 106, 95, 44, 43, 81, 83, 71, 20, 19, 3]",190.0,17
2,0,"[2, 11, 37, 33, 12, 1, 21, 36, 38, 30, 8, 27, 23, 29, 28, 31, 35, 18, 3, 14, 0]","[15, 57, 102, 61, 10, 11, 78, 106, 95, 44, 43, 81, 82, 91, 92, 98, 71, 20, 19, 3]",212.0,20
2,1,"[2, 11, 1]","[15, 9]",14.0,2
2,1,"[2, 17, 16, 0, 13, 12, 1]","[16, 67, 5, 2, 60, 10]",49.0,6
2,1,"[2, 11, 37, 33, 12, 1]","[15, 57, 102, 61, 10]",55.0,5
2,1,"[2, 17, 16, 0, 13, 12, 33, 37, 11, 1]","[16, 67, 5, 2, 60, 61, 102, 57, 9]",90.0,9
2,1,"[2, 17, 16, 0, 14, 3, 18, 35, 31, 1]","[16, 67, 5, 3, 19, 20, 71, 98, 12]",96.0,9
2,1,"[2, 17, 22, 20, 15, 0, 13, 12, 1]","[16, 69, 76, 65, 4, 2, 60, 10]",109.0,8
2,1,"[2, 17, 16, 0, 14, 3, 18, 35, 23, 29, 28, 31, 1]","[16, 67, 5, 3, 19, 20, 71, 83, 82, 91, 92, 12]",112.0,12
2,1,"[2, 11, 37, 33, 12, 13, 0, 14, 3, 18, 35, 31, 1]","[15, 57, 102, 61, 60, 2, 3, 19, 20, 71, 98, 12]",122.0,12
2,1,"[2, 11, 37, 33, 12, 13, 0, 14, 3, 18, 35, 23, 29, 28, 31, 1]","[15, 57, 102, 61, 60, 2, 3, 19, 20, 71, 83, 82, 91, 92, 12]",138.0,15
2,1,"[2, 17, 16, 0, 14, 3, 18, 35, 31, 28, 19, 30, 38, 36, 21, 1]","[16, 67, 5, 3, 19, 20, 71, 98, 92, 73, 74, 95, 106, 78, 11]",139.0,15
2,1,"[2, 17, 16, 0, 14, 3, 18, 35, 23, 27, 8, 30, 19, 28, 31, 1]","[16, 67, 5, 3, 19, 20, 71, 83, 81, 43, 44, 74, 73, 92, 12]",140.0,15
2,1,"[2, 17, 16, 0, 14, 3, 18, 35, 23, 29, 28, 19, 30, 38, 36, 21, 1]","[16, 67, 5, 3, 19, 20, 71, 83, 82, 91, 73, 74, 95, 106, 78, 11]",149.0,16
2,1,"[2, 17, 22, 20, 15, 0, 13, 12, 33, 37, 11, 1]","[16, 69, 76, 65, 4, 2, 60, 61, 102, 57, 9]",150.0,11
2,1,"[2, 17, 22, 20, 15, 0, 14, 3, 18, 35, 31, 1]","[16, 69, 76, 65, 4, 3, 19, 20, 71, 98, 12]",156.0,11
2,1,"[2, 11, 37, 33, 12, 13, 0, 14, 3, 18, 35, 31, 28, 19, 30, 38, 36, 21, 1]","[15, 57, 102, 61, 60, 2, 3, 19, 20, 71, 98, 92, 73, 74, 95, 106, 78, 11]",165.0,18
2,1,"[2, 11, 37, 33, 12, 13, 0, 14, 3, 18, 35, 23, 27, 8, 30, 19, 28, 31, 1]","[15, 57, 102, 61, 60, 2, 3, 19, 20, 71, 83, 81, 43, 44, 74, 73, 92, 12]",166.0,18
2,1,"[2, 17, 16, 0, 14, 3, 18, 35, 23, 27, 8, 30, 38, 36, 21, 1]","[16, 67, 5, 3, 19, 20, 71, 83, 81, 43, 44, 95, 106, 78, 11]",169.0,15
2,1,"[2, 17, 22, 20, 15, 0, 14, 3, 18, 35, 23, 29, 28, 31, 1]","[16, 69, 76, 65, 4, 3, 19, 20, 71, 83, 82, 91, 92, 12]",172.0,14
2,1,"[2, 11, 37, 33, 12, 13, 0, 14, 3, 18, 35, 23, 29, 28, 19, 30, 38, 36, 21, 1]","[15, 57, 102, 61, 60, 2, 3, 19, 20, 71, 83, 82, 91, 73, 74, 95, 106, 78, 11]",175.0,19
2,1,"[2, 17, 16, 0, 14, 3, 18, 35, 31, 28, 29, 23, 27, 8, 30, 38, 36, 21, 1]","[16, 67, 5, 3, 19, 20, 71, 98, 92, 91, 82, 81, 43, 44, 95, 106, 78, 11]",191.0,18
2,3,"[2, 11, 1, 31, 35, 18, 3]","[15, 9, 12, 98, 71, 20]",50.0,6
2,3,"[2, 11, 1, 12, 13, 0, 14, 3]","[15, 9, 10, 60, 2, 3, 19]",55.0,7
2,3,"[2, 17, 16, 0, 14, 3]","[16, 67, 5, 3, 19]",60.0,5
2,3,"[2, 11, 1, 31, 28, 29, 23, 35, 18, 3]","[15, 9, 12, 92, 91, 82, 83, 71, 20]",66.0,9
2,3,"[2, 17, 16, 0, 13, 12, 1, 31, 35, 18, 3]","[16, 67, 5, 2, 60, 10, 12, 98, 71, 20]",85.0,10
2,3,"[2, 11, 37, 33, 12, 13, 0, 14, 3]","[15, 57, 102, 61, 60, 2, 3, 19]",86.0,8
2,3,"[2, 11, 37, 33, 12, 1, 31, 35, 18, 3]","[15, 57, 102, 61, 10, 12, 98, 71, 20]",91.0,9
2,3,"[2, 11, 1, 21, 36, 38, 30, 19, 28, 31, 35, 18, 3]","[15, 9, 11, 78, 106, 95, 74, 73, 92, 98, 71, 20]",93.0,12
2,3,"[2, 11, 1, 31, 28, 19, 30, 8, 27, 23, 35, 18, 3]","[15, 9, 12, 92, 73, 74, 44, 43, 81, 83, 71, 20]",94.0,12
2,3,"[2, 17, 16, 0, 13, 12, 1, 31, 28, 29, 23, 35, 18, 3]","[16, 67, 5, 2, 60, 10, 12, 92, 91, 82, 83, 71, 20]",101.0,13
2,3,"[2, 11, 1, 21, 36, 38, 30, 19, 28, 29, 23, 35, 18, 3]","[15, 9, 11, 78, 106, 95, 74, 73, 91, 82, 83, 71, 20]",103.0,13
2,3,"[2, 11, 37, 33, 12, 1, 31, 28, 29, 23, 35, 18, 3]","[15, 57, 102, 61, 10, 12, 92, 91, 82, 83, 71, 20]",107.0,12
2,3,"[2, 17, 22, 20, 15, 0, 14, 3]","[16, 69, 76, 65, 4, 3, 19]",120.0,7
2,3,"[2, 11, 1, 21, 36, 38, 30, 8, 27, 23, 35, 18, 3]","[15, 9, 11, 78, 106, 95, 44, 43, 81, 83, 71, 20]",123.0,12
2,3,"[2, 17, 16, 0, 13, 12, 33, 37, 11, 1, 31, 35, 18, 3]","[16, 67, 5, 2, 60, 61, 102, 57, 9, 12, 98, 71, 20]",126.0,13
2,3,"[2, 17, 16, 0, 13, 12, 1, 21, 36, 38, 30, 19, 28, 31, 35, 18, 3]","[16, 67, 5, 2, 60, 10, 11, 78, 106, 95, 74, 73, 92, 98, 71, 20]",128.0,16
2,3,"[2, 17, 16, 0, 13, 12, 1, 31, 28, 19, 30, 8, 27, 23, 35, 18, 3]","[16, 67, 5, 2, 60, 10, 12, 92, 73, 74, 44, 43, 81, 83, 71, 20]",129.0,16
2,3,"[2, 11, 37, 33, 12, 1, 21, 36, 38, 30, 19, 28, 31, 35, 18, 3]","[15, 57, 102, 61, 10, 11, 78, 106, 95, 74, 73, 92, 98, 71, 20]",134.0,15
2,3,"[2, 11, 37, 33, 12, 1, 31, 28, 19, 30, 8, 27, 23, 35, 18, 3]","[15, 57, 102, 61, 10, 12, 92, 73, 74, 44, 43, 81, 83, 71, 20]",135.0,15
2,3,"[2, 17, 16, 0, 13, 12, 1, 21, 36, 38, 30, 19, 28, 29, 23, 35, 18, 3]","[16, 67, 5, 2, 60, 10, 11, 78, 106, 95, 74, 73, 91, 82, 83, 71, 20]",138.0,17
2,4,"[2, 11, 1, 31, 28, 19, 30, 8, 24, 4]","[15, 9, 12, 92, 73, 74, 44, 42, 25]",53.12,9
2,4,"[2, 11, 1, 31, 35, 23, 29, 28, 19, 30, 8, 24, 4]","[15, 9, 12, 98, 83, 82, 91, 73, 74, 44, 42, 25]",77.12,12
2,4,"[2, 11, 1, 31, 35, 23, 27, 8, 24, 4]","[15, 9, 12, 98, 83, 81, 43, 42, 25]",79.12,9
2,4,"[2, 11, 1, 21, 36, 38, 30, 8, 24, 4]","[15, 9, 11, 78, 106, 95, 44, 42, 25]",82.12,9
2,4,"[2, 11, 1, 31, 28, 29, 23, 27, 8, 24, 4]","[15, 9, 12, 92, 91, 82, 81, 43, 42, 25]",87.12,10
2,4,"[2, 17, 16, 0, 13, 12, 1, 31, 28, 19, 30, 8, 24, 4]","[16, 67, 5, 2, 60, 10, 12, 92, 73, 74, 44, 42, 25]",88.12,13
2,4,"[2, 11, 37, 33, 12, 1, 31, 28, 19, 30, 8, 24, 4]","[15, 57, 102, 61, 10, 12, 92, 73, 74, 44, 42, 25]",94.12,12
2,4,"[2, 17, 16, 0, 13, 12, 1, 31, 35, 23, 29, 28, 19, 30, 8, 24, 4]","[16, 67, 5, 2, 60, 10, 12, 98, 83, 82, 91, 73, 74, 44, 42, 25]",112.12,16
2,4,"[2, 17, 16, 0, 13, 12, 1, 31, 35, 23, 27, 8, 24, 4]","[16, 67, 5, 2, 60, 10, 12, 98, 83, 81, 43, 42, 25]",114.12,13
2,4,"[2, 17, 16, 0, 13, 12, 1, 21, 36, 38, 30, 8, 24, 4]","[16, 67, 5, 2, 60, 10, 11, 78, 106, 95, 44, 42, 25]",117.12,13
2,4,"[2, 11, 37, 33, 12, 1, 31, 35, 23, 29, 28, 19, 30, 8, 24, 4]","[15, 57, 102, 61, 10, 12, 98, 83, 82, 91, 73, 74, 44, 42, 25]",118.12,15
2,4,"[2, 11, 37, 33, 12, 1, 31, 35, 23, 27, 8, 24, 4]","[15, 57, 102, 61, 10, 12, 98, 83, 81, 43, 42, 25]",120.12,12
2,4,"[2, 11, 1, 21, 36, 38, 30, 19, 28, 31, 35, 23, 27, 8, 24, 4]","[15, 9, 11, 78, 106, 95, 74, 73, 92, 98, 83, 81, 43, 42, 25]",122.12,15
2,4,"[2, 17, 16, 0, 13, 12, 1, 31, 28, 29, 23, 27, 8, 24, 4]","[16, 67, 5, 2, 60, 10, 12, 92, 91, 82, 81, 43, 42, 25]",122.12,14
2,4,"[2, 11, 37, 33, 12, 1, 21, 36, 38, 30, 8, 24, 4]","[15, 57, 102, 61, 10, 11, 78, 106, 95, 44, 42, 25]",123.12,12
2,4,"[2, 11, 1, 21, 36, 38, 30, 19, 28, 29, 23, 27, 8, 24, 4]","[15, 9, 11, 78, 106, 95, 74, 73, 91, 82, 81, 43, 42, 25]",124.12,14
2,4,"[2, 11, 1, 12, 13, 0, 14, 3, 18, 35, 31, 28, 19, 30, 8, 24, 4]","[15, 9, 10, 60, 2, 3, 19, 20, 71, 98, 92, 73, 74, 44, 42, 25]",124.12,16
2,4,"[2, 11, 37, 33, 12, 1, 31, 28, 29, 23, 27, 8, 24, 4]","[15, 57, 102, 61, 10, 12, 92, 91, 82, 81, 43, 42, 25]",128.12,13
2,4,"[2, 17, 16, 0, 13, 12, 33, 37, 11, 1, 31, 28, 19, 30, 8, 24, 4]","[16, 67, 5, 2, 60, 61, 102, 57, 9, 12, 92, 73, 74, 44, 42, 25]",129.12,16
2,4,"[2, 17, 16, 0, 14, 3, 18, 35, 31, 28, 19, 30, 8, 24, 4]","[16, 67, 5, 3, 19, 20, 71, 98, 92, 73, 74, 44, 42, 25]",129.12,14
2,5,"[2, 11, 1, 31, 35, 23, 5]","[15, 9, 12, 98, 83, 29]",34.31,6
2,5,"[2, 11, 1, 31, 28, 29, 23, 5]","[15, 9, 12, 92, 91, 82, 29]",42.31,7
2,5,"[2, 17, 16, 0, 13, 12, 1, 31, 35, 23, 5]","[16, 67, 5, 2, 60, 10, 12, 98, 83, 29]",69.31,10
2,5,"[2, 11, 1, 31, 28, 19, 30, 8, 27, 23, 5]","[15, 9, 12, 92, 73, 74, 44, 43, 81, 29]",70.31,10
2,5,"[2, 11, 37, 33, 12, 1, 31, 35, 23, 5]","[15, 57, 102, 61, 10, 12, 98, 83, 29]",75.31,9
2,5,"[2, 11, 1, 21, 36, 38, 30, 19, 28, 31, 35, 23, 5]","[15, 9, 11, 78, 106, 95, 74, 73, 92, 98, 83, 29]",77.31,12
2,5,"[2, 17, 16, 0, 13, 12, 1, 31, 28, 29, 23, 5]","[16, 67, 5, 2, 60, 10, 12, 92, 91, 82, 29]",77.31,11
2,5,"[2, 11, 1, 21, 36, 38, 30, 19, 28, 29, 23, 5]","[15, 9, 11, 78, 106, 95, 74, 73, 91, 82, 29]",79.31,11
2,5,"[2, 11, 37, 33, 12, 1, 31, 28, 29, 23, 5]","[15, 57, 102, 61, 10, 12, 92, 91, 82, 29]",83.31,10
2,5,"[2, 11, 1, 12, 13, 0, 14, 3, 18, 35, 23, 5]","[15, 9, 10, 60, 2, 3, 19, 20, 71, 83, 29]",91.31,11
2,5,"[2, 17, 16, 0, 14, 3, 18, 35, 23, 5]","[16, 67, 5, 3, 19, 20, 71, 83, 29]",96.31,9
2,5,"[2, 11, 1, 21, 36, 38, 30, 8, 27, 23, 5]","[15, 9, 11, 78, 106, 95, 44, 43, 81, 29]",99.31,10
2,5,"[2, 17, 16, 0, 13, 12, 1, 31, 28, 19, 30, 8, 27, 23, 5]","[16, 67, 5, 2, 60, 10, 12, 92, 73, 74, 44, 43, 81, 29]",105.31,14
2,5,"[2, 17, 16, 0, 13, 12, 33, 37, 11, 1, 31, 35, 23, 5]","[16, 67, 5, 2, 60, 61, 102, 57, 9, 12, 98, 83, 29]",110.31,13
2,5,"[2, 11, 37, 33, 12, 1, 31, 28, 19, 30, 8, 27, 23, 5]","[15, 57, 102, 61, 10, 12, 92, 73, 74, 44, 43, 81, 29]",111.31,13
2,5,"[2, 17, 16, 0, 13, 12, 1, 21, 36, 38, 30, 19, 28, 31, 35, 23, 5]","[16, 67, 5, 2, 60, 10, 11, 78, 106, 95, 74, 73, 92, 98, 83, 29]",112.31,16
2,5,"[2, 11, 1, 12, 13, 0, 14, 3, 18, 35, 31, 28, 29, 23, 5]","[15, 9, 10, 60, 2, 3, 19, 20, 71, 98, 92, 91, 82, 29]",113.31,14
2,5,"[2, 17, 16, 0, 13, 12, 1, 21, 36, 38, 30, 19, 28, 29, 23, 5]","[16, 67, 5, 2, 60, 10, 11, 78, 106, 95, 74, 73, 91, 82, 29]",114.31,15
2,5,"[2, 11, 37, 33, 12, 1, 21, 36, 38, 30, 19, 28, 31, 35, 23, 5]","[15, 57, 102, 61, 10, 11, 78, 106, 95, 74, 73, 92, 98, 83, 29]",118.31,15
2,5,"[2, 17, 16, 0, 13, 12, 33, 37, 11, 1, 31, 28, 29, 23, 5]","[16, 67, 5, 2, 60, 61, 102, 57, 9, 12, 92, 91, 82, 29]",118.31,14
3,0,"[3, 14, 0]","[19, 3]",26.0,2
3,0,"[3, 18, 35, 31, 1, 12, 13, 0]","[20, 71, 98, 12, 10, 60, 2]",51.0,7
3,0,"[3, 18, 35, 23, 29, 28, 31, 1, 12, 13, 0]","[20, 71, 83, 82, 91, 92, 12, 10, 60, 2]",67.0,10
3,0,"[3, 18, 35, 31, 1, 11, 2, 17, 16, 0]","[20, 71, 98, 12, 9, 15, 16, 67, 5]",84.0,9
3,0,"[3, 18, 35, 31, 1, 11, 37, 33, 12, 13, 0]","[20, 71, 98, 12, 9, 57, 102, 61, 60, 2]",92.0,10
3,0,"[3, 18, 35, 31, 28, 19, 30, 38, 36, 21, 1, 12, 13, 0]","[20, 71, 98, 92, 73, 74, 95, 106, 78, 11, 10, 60, 2]",94.0,13
3,0,"[3, 18, 35, 23, 27, 8, 30, 19, 28, 31, 1, 12, 13, 0]","[20, 71, 83, 81, 43, 44, 74, 73, 92, 12, 10, 60, 2]",95.0,13
3,0,"[3, 18, 35, 23, 29, 28, 31, 1, 11, 2, 17, 16, 0]","[20, 71, 83, 82, 91, 92, 12, 9, 15, 16, 67, 5]",100.0,12
3,0,"[3, 18, 35, 23, 29, 28, 19, 30, 38, 36, 21, 1, 12, 13, 0]","[20, 71, 83, 82, 91, 73, 74, 95, 106, 78, 11, 10, 60, 2]",104.0,14
3,0,"[3, 18, 35, 23, 29, 28, 31, 1, 11, 37, 33, 12, 13, 0]","[20, 71, 83, 82, 91, 92, 12, 9, 57, 102, 61, 60, 2]",108.0,13
3,0,"[3, 18, 35, 23, 27, 8, 30, 38, 36, 21, 1, 12, 13, 0]","[20, 71, 83, 81, 43, 44, 95, 106, 78, 11, 10, 60, 2]",124.0,13
3,0,"[3, 18, 35, 31, 1, 12, 33, 37, 11, 2, 17, 16, 0]","[20, 71, 98, 12, 10, 61, 102, 57, 15, 16, 67, 5]",125.0,12
3,0,"[3, 18, 35, 31, 28, 19, 30, 38, 36, 21, 1, 11, 2, 17, 16, 0]","[20, 71, 98, 92, 73, 74, 95, 106, 78, 11, 9, 15, 16, 67, 5]",127.0,15
3,0,"[3, 18, 35, 23, 27, 8, 30, 19, 28, 31, 1, 11, 2, 17, 16, 0]","[20, 71, 83, 81, 43, 44, 74, 73, 92, 12, 9, 15, 16, 67, 5]",128.0,15
3,0,"[3, 18, 35, 31, 28, 19, 30, 38, 36, 21, 1, 11, 37, 33, 12, 13, 0]","[20, 71, 98, 92, 73, 74, 95, 106, 78, 11, 9, 57, 102, 61, 60, 2]",135.0,16
3,0,"[3, 18, 35, 23, 27, 8, 30, 19, 28, 31, 1, 11, 37, 33, 12, 13, 0]","[20, 71, 83, 81, 43, 44, 74, 73, 92, 12, 9, 57, 102, 61, 60, 2]",136.0,16
